File,Epoch,Event,Coef,VarCoef
2510001,1,bg,0.0994440934618361,0.000649232711563919
2510001,2,cl,0.473384971740014,0.000794191622143416
2510001_2,1,bg,0.682994949661068,0.00880049967103036
2510001_2,2,hl,0.48070056756383,0.00416348726417765
2510201,1,bg,0.182158855010348,0.00547183887049356
2510201,2,cl,0.279817909666834,0.00278473067991356
2510201_2,1,bg,0.106966281038897,0.00236460840413978
2510201_2,2,hl,1.09992249693201,0.00506691387125541
2510301,1,bg,0.405825664396228,0.00813908234931173
2510301,2,cl,0.286307858903563,0.00118961079428834
2510301_2,1,bg,0.461090852507815,0.00595613740516439
2510301_2,2,hl,0.652694649707667,0.0159567408376181
2510401,1,bg,0.300018439505811,0.00563817059948877
2510401,2,cl,0.205937737895472,0.00307602994245175
2510401_2,1,bg,0.0623021623877565,0.000559896154128567
2510401_2,2,hl,0.188952401974085,0.00626709329428239
2510501,1,bg,0.507331984139415,0.0181019315587551
2510501,2,cl,0.0406417802715057,0.00514623022073653
2510501_2,1,bg,1.40128360649117,0.0359097619910263
2510501_2,2,hl,1.97298174771347,0.0355977806957544
2510601,1,bg,0.307501257910659,0.00415151812750286
2510601,2,cl,1.45870703714369,0.0272592666248286
2510601_2,1,bg,0.0837546850386901,0.0108068920561931
2510601_2,2,hl,1.67871942403835,0.0450833989717238
2510701,1,bg,0.14404462658522,0.00746290055130694
2510701,2,cl,0.630023376119536,0.00813640118776835
2510701_2,1,bg,0.0496429866604618,0.00438435269502442
2510701_2,2,hl,1.32942680926158,0.0164064982470142
2510901,1,bg,0.584041643143547,0.00499656353333334
2510901,2,cl,0.705197318089285,0.00213272316533564
2510901_2,1,bg,0.303147811615435,0.00618001215072196
2510901_2,2,hl,0.238858823927751,0.00295851297258563
2511001,1,bg,0.0302828087855083,0.00303471327329848
2511001,2,cl,0.228061111258283,0.00758753979126312
2511001_2,1,bg,0.769248352394683,0.00656211229241034
2511001_2,2,hl,1.29998060263353,0.00653243539400629
2511101,1,bg,0.210617672857827,0.0170739566468238
2511101,2,cl,-0.00637831920527406,0.0196176617318538
2511101_2,1,bg,1.1453435180929,0.0578000874942069
2511101_2,2,hl,2.44699341940099,0.018300371056387
2511201,1,bg,0.435839661462167,0.0042368664377198
2511201,2,cl,0.525709828862176,0.0055426105550898
2511201_2,1,bg,0.47529234138607,0.00897135571044882
2511201_2,2,hl,1.99881017346977,0.0227277825969619
2511301,1,bg,0.236073461940247,0.00588243734910765
2511301,2,cl,0.33160323409448,0.0181733062378486
2511301_2,1,bg,0.385182646533717,0.0150606012960793
2511301_2,2,hl,2.0203749788042,0.0102254941184662
2511401,1,bg,0.190734317360449,0.00213750149156895
2511401,2,cl,0.0433556638103711,0.00160006724664436
2511401_2,1,bg,0.0787424812403267,0.00170130826728391
2511401_2,2,hl,0.852852570640602,0.00450720491672969
2511601,1,bg,0.283781594445035,0.00145390483938993
2511601,2,cl,0.0134616326719286,0.00119319035475073
2511601_2,1,bg,0.283385762295254,0.0435335439106107
2511601_2,2,hl,1.44995040537202,0.0169958122598028
2511701,1,bg,0.174268526443538,0.00443454021754571
2511701,2,cl,0.825723159964717,0.00284712433300352
2511701_2,1,bg,0.154465751428429,0.0108500528177467
2511701_2,2,hl,2.02814438881842,0.00942261129387517
2511801,1,bg,0.640572428220184,0.0183838753358373
2511801,2,cl,0.160690471741764,0.0110071339309774
2511801_2,1,bg,-0.030423353950745,0.00630125886323335
2511801_2,2,hl,0.769854673960718,0.0105772793751105
2511901,1,bg,0.371492843483013,0.00755563009788438
2511901,2,cl,0.456099883413641,0.00961743002551758
2511901_2,1,bg,0.0728572372951727,0.0107571236656266
2511901_2,2,hl,0.285586429870013,0.0169480209637187
2512001,1,bg,0.586209133804218,0.00743278646364683
2512001,2,cl,0.430091276731445,0.00573112754952011
2512001_2,1,bg,0.287427117017069,0.0205805251320835
2512001_2,2,hl,1.75253454363123,0.00999353795811372
2512101,1,bg,0.750612760011693,0.0103272003704783
2512101,2,cl,0.610274461167106,0.0310828824904367
2512101_2,1,bg,0.667396928049345,0.00745820508782077
2512101_2,2,hl,1.17296533865593,0.0160044904872971
2512201,1,bg,0.350296766748309,0.0106684948112846
2512201,2,cl,0.289256350641468,0.00728351415029222
2512201_2,1,bg,0.160272314905649,0.00635409918564766
2512201_2,2,hl,1.46621069625375,0.00322319736867441
2512301,1,bg,0.983047271030257,0.0347978811089764
2512301,2,cl,0.190287140063138,0.0103595129386108
2512301_2,1,bg,0.608475881681884,0.00672703735805157
2512301_2,2,hl,-0.0234231355475828,0.0094484126609333
2512401,1,bg,-0.0937760161872597,0.0218781914856949
2512401,2,cl,0.343937061579023,0.0493252503143984
2512401_2,1,bg,1.19719483338602,0.00648078940767575
2512401_2,2,hl,0.945678259487819,0.0183076948931384
2512501,1,bg,1.52376599187205,0.0460778721862075
2512501,2,cl,0.245310726243756,0.0069171260858016
2512501_2,1,bg,0.202682770627764,0.00190269040114874
2512501_2,2,hl,2.61738670565687,0.0786325027137556
2512601,1,bg,0.573049360112846,0.103672024217306
2512601,2,cl,0.764565764886393,0.0234960225555655
2512601_2,1,bg,0.288375671516416,0.0276190589302233
2512601_2,2,hl,4.29015178668499,0.0283105156186566
2512701,1,bg,-0.448939042005795,0.0117899800264373
2512701,2,cl,1.11228907539946,0.0124127522439941
2512701_2,1,bg,0.39620940636635,0.00442339847450235
2512701_2,2,hl,0.639569193813219,0.0101260743434727
2512801,1,bg,0.232694440599615,0.0207309788834561
2512801,2,cl,1.5855899014878,0.0837665784395411
2512801_2,1,bg,-0.207418328492457,0.0103134741441829
2512801_2,2,hl,0.234831543193969,0.00509524808750317
251701,1,bg,1.0059703697341,0.0147202111277877
251701,2,hl,0.69890689095961,0.023729489481994
251801,1,bg,1.04475413816817,0.0382685127788254
251801,2,hl,1.0039654494854,0.0261980018943932
251901,1,bg,1.0376490989561,0.00820045502828641
251901,2,hl,0.441242850615077,0.00656703523192534
252001,1,bg,0.912629834419389,0.00243078901012949
252001,2,hl,0.455633948952099,0.0145547376537221
252601,1,bg,0.190979155021604,0.0625110572688254
252601,2,hl,2.02008312756408,0.0496619829396977
252801,1,bg,0.706618538449474,0.0451757252002993
252801,2,hl,2.98699039173799,0.0574516650966447
253101,1,bg,0.642406915465528,0.0780104263390867
253101,2,hl,1.43216088430398,0.0302989445401442
253201,1,bg,0.488510962659286,0.0156183520506788
253201,2,hl,0.153717334987964,0.046432010122291
253501,1,bg,0.498925024090002,0.0409971296216962
253501,2,hl,1.73670144475154,0.0421989438800185
254101,1,bg,0.737670222891062,0.00619011079086295
254101,2,cl,0.0821113860468264,0.00191688054305081
254101_2,1,bg,0.432813852181997,0.00462982477915917
254101_2,2,hl,1.39254410518375,0.00465753499653853
254401,1,bg,0.0750290616033669,0.0187121557991777
254401,2,cl,0.470770985817043,0.0180452821704002
254401_2,1,bg,0.451478967655477,0.00282012348413416
254401_2,2,hl,1.85845853036025,0.0077976444647104
254601,1,bg,1.15314095545869,0.0670877364635554
254601,2,cl,0.351256878868217,0.0139645478602105
254601_2,1,bg,-0.0819634739471065,0.00955066327194694
254601_2,2,hl,2.18771792608988,0.0206045635374497
254701,1,bg,0.150335507603084,0.00495892021214592
254701,2,cl,0.393475678446041,0.0104122115999417
254701_2,1,bg,0.108585380413173,0.00520444785928099
254701_2,2,hl,0.822339259979538,0.0151702702979496
254801,1,bg,1.21060705556353,0.0137494888033277
254801,2,cl,0.344244376608216,0.0179100619511586
254801_2,1,bg,0.241140934227358,0.00575933530396389
254801_2,2,hl,1.48217314692764,0.0283418578819262
254901,1,bg,0.837589638373326,0.00776456887348322
254901,2,cl,0.327244865641939,0.00335882394853446
254901_2,1,bg,0.092609661690753,0.00847560959385197
254901_2,2,hl,0.989942880904596,0.00655693650086495
255001,1,bg,0.141040180190743,0.00333431889189272
255001,2,cl,0.382204765042388,0.0148630892553111
255001_2,1,bg,0.377831938655693,0.00552029788046624
255001_2,2,hl,1.1456445470027,0.0194707960994824
